,query_article_link,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
124,/abs/2305.00001,/abs/2305.00001,/abs/2208.08888,/abs/2011.11586,/abs/1403.1942,/abs/2302.07045,/abs/2211.01877,/abs/2303.16841,/abs/2006.12592,/abs/1511.06860,/abs/1703.04835
125,/abs/2107.00001,/abs/2107.00001,/abs/2311.03837,/abs/2008.08995,/abs/2111.02239,/abs/2209.07479,/abs/2311.07914,/abs/2104.10193,/abs/2306.02871,/abs/1903.06607,/abs/2305.08495
126,/abs/2107.00003,/abs/2107.00003,/abs/1612.01401,/abs/2310.17626,/abs/2011.01539,/abs/2008.04094,/abs/1711.06598,/abs/1809.04790,/abs/2005.09170,/abs/1709.04447,/abs/1810.05162
127,/abs/2107.00005,/abs/2107.00005,/abs/2201.04485,/abs/2311.05021,/abs/1902.07766,/abs/2308.02716,/abs/1806.09521,/abs/1907.00283,/abs/1805.08400,/abs/2006.16670,/abs/2304.10241
128,/abs/2107.00032,/abs/2107.00032,/abs/2005.09209,/abs/2301.13336,/abs/1812.02696,/abs/2211.12738,/abs/2301.08811,/abs/1411.2498,/abs/cs/0307057,/abs/1905.12744,/abs/2303.07782
129,/abs/2105.00002,/abs/2105.00002,/abs/2110.10980,/abs/2103.15746,/abs/2111.04380,/abs/2305.18615,/abs/2305.02231,/abs/2107.14046,/abs/2307.10057,/abs/2304.14338,/abs/2110.05164
130,/abs/2105.00013,/abs/2105.00013,/abs/1809.02609,/abs/1606.06992,/abs/2302.13161,/abs/1607.04811,/abs/2205.11171,/abs/2002.11011,/abs/2207.07738,/abs/2305.09390,/abs/2105.04264
131,/abs/2307.00008,/abs/2307.00008,/abs/2006.05676,/abs/2109.01819,/abs/1812.06705,/abs/2305.10992,/abs/2108.13655,/abs/2011.01900,/abs/2302.11412,/abs/2009.07058,/abs/2204.07779
132,/abs/2307.00014,/abs/2307.00014,/abs/2303.03757,/abs/2007.06727,/abs/2303.01641,/abs/2103.14286,/abs/2302.06037,/abs/2001.04061,/abs/2207.12082,/abs/1903.02210,/abs/2210.02930
133,/abs/2307.00016,/abs/2307.00016,/abs/2305.12665,/abs/1906.02939,/abs/2305.11239,/abs/2208.07986,/abs/2209.15242,/abs/2306.01980,/abs/2202.03148,/abs/2203.14965,/abs/2105.09446
134,/abs/2307.00028,/abs/2307.00028,/abs/2003.06498,/abs/2106.12773,/abs/1806.01933,/abs/2208.10609,/abs/1802.00541,/abs/2007.06712,/abs/1909.09065,/abs/2109.00479,/abs/1711.05611
135,/abs/2306.00004,/abs/2306.00004,/abs/1707.03555,/abs/2209.12456,/abs/1509.09092,/abs/1603.06850,/abs/cs/0609104,/abs/2106.00664,/abs/2103.07699,/abs/0710.4689,/abs/1511.07267
136,/abs/2306.00007,/abs/2306.00007,/abs/2305.18315,/abs/2207.08823,/abs/2310.12131,/abs/2204.07182,/abs/2003.11561,/abs/2203.06224,/abs/2104.08653,/abs/2010.12533,/abs/2001.11245
137,/abs/2306.00012,/abs/2306.00012,/abs/2303.14483,/abs/2104.13096,/abs/2109.12144,/abs/2206.15174,/abs/2301.10569,/abs/2303.13177,/abs/2302.01018,/abs/2307.03759,/abs/2305.01128
138,/abs/2104.00032,/abs/2104.00032,/abs/2109.13004,/abs/1911.04969,/abs/2211.13332,/abs/2205.10268,/abs/1811.04380,/abs/2003.10027,/abs/1712.06530,/abs/2203.05028,/abs/2306.10898
139,/abs/2104.00041,/abs/2104.00041,/abs/2011.05284,/abs/2308.13497,/abs/2010.02353,/abs/2105.15071,/abs/2107.04239,/abs/2103.10734,/abs/2004.00068,/abs/2004.13840,/abs/2006.05014
140,/abs/2104.00053,/abs/2104.00053,/abs/2109.08273,/abs/2012.06733,/abs/1703.09327,/abs/1805.03328,/abs/2206.04873,/abs/2311.01419,/abs/1801.10321,/abs/2209.10780,/abs/2301.02555
141,/abs/2302.00004,/abs/2302.00004,/abs/2301.13536,/abs/2112.02417,/abs/2306.03995,/abs/2306.05989,/abs/2304.00677,/abs/2007.03568,/abs/2212.12002,/abs/2103.07494,/abs/2306.01194
142,/abs/2302.00025,/abs/2302.00025,/abs/2202.01147,/abs/1909.01251,/abs/1709.02012,/abs/2203.07513,/abs/2110.13986,/abs/1810.02003,/abs/2102.04565,/abs/2310.05725,/abs/2310.06205
143,/abs/2302.00037,/abs/2302.00037,/abs/2112.09055,/abs/2009.01220,/abs/1810.02183,/abs/2008.08007,/abs/2307.02969,/abs/2112.14445,/abs/1704.02147,/abs/2301.04822,/abs/2111.03257
144,/abs/2302.00042,/abs/2302.00042,/abs/2310.16132,/abs/2110.02835,/abs/2304.08750,/abs/1905.12841,/abs/1904.09820,/abs/2306.15344,/abs/1907.07874,/abs/2102.13387,/abs/2202.07519
145,/abs/2303.00001,/abs/2303.00001,/abs/2309.06687,/abs/1903.02020,/abs/2311.02379,/abs/2311.05584,/abs/2309.11489,/abs/2012.15375,/abs/2205.12548,/abs/2302.03954,/abs/1909.08593
146,/abs/2303.00002,/abs/2303.00002,/abs/2302.13339,/abs/2204.12496,/abs/2106.11193,/abs/2309.13989,/abs/1909.06008,/abs/2302.08743,/abs/2007.12829,/abs/2208.01198,/abs/1905.05053
147,/abs/2303.00032,/abs/2303.00032,/abs/2305.16854,/abs/2104.07557,/abs/2304.06551,/abs/2206.02981,/abs/2203.17028,/abs/2211.12640,/abs/2110.07077,/abs/2003.01344,/abs/2011.14197
148,/abs/2303.00035,/abs/2303.00035,/abs/1903.07792,/abs/2302.11152,/abs/2306.15865,/abs/1703.06212,/abs/2301.06662,/abs/2108.08842,/abs/2009.14125,/abs/2206.05091,/abs/2007.11707
149,/abs/2303.00042,/abs/2303.00042,/abs/2202.13535,/abs/2305.06194,/abs/1605.00737,/abs/2109.05208,/abs/1604.04851,/abs/2209.13577,/abs/2211.04275,/abs/1909.12517,/abs/1604.03308
150,/abs/2101.00002,/abs/2101.00002,/abs/2001.02982,/abs/2011.02280,/abs/1906.11122,/abs/2011.06769,/abs/2206.04951,/abs/2103.03174,/abs/1502.00718,/abs/1703.06664,/abs/2308.02902
151,/abs/2101.00003,/abs/2101.00003,/abs/2012.07833,/abs/2011.09262,/abs/1609.09562,/abs/2212.12150,/abs/2206.02300,/abs/2201.04118,/abs/1505.06506,/abs/2009.09802,/abs/2004.10659
152,/abs/2101.00008,/abs/2101.00008,/abs/2003.03030,/abs/1910.00033,/abs/2205.03190,/abs/2211.01875,/abs/1808.10307,/abs/2304.10985,/abs/2302.01740,/abs/2211.05638,/abs/2308.11822
153,/abs/2101.00010,/abs/2101.00010,/abs/1912.03441,/abs/2009.14505,/abs/2012.13354,/abs/2010.05444,/abs/2203.06906,/abs/2004.11999,/abs/2212.12131,/abs/2310.13850,/abs/2205.11432
154,/abs/2101.00027,/abs/2101.00027,/abs/2201.07311,/abs/2305.18466,/abs/2304.08442,/abs/2306.01116,/abs/2211.15533,/abs/2303.03915,/abs/2306.03268,/abs/2110.04725,/abs/2211.14865
155,/abs/2103.00007,/abs/2202.09960,/abs/2209.14147,/abs/2009.13149,/abs/1701.01090,/abs/1702.05309,/abs/2105.09004,/abs/1612.03184,/abs/1205.3247,/abs/1206.6219,/abs/1810.03955
156,/abs/2103.00020,/abs/2103.00020,/abs/2104.08945,/abs/2204.09222,/abs/2006.06666,/abs/2112.13884,/abs/1605.05395,/abs/2207.01297,/abs/2102.05918,/abs/2310.06879,/abs/2110.05208
157,/abs/2103.00022,/abs/2103.00022,/abs/2105.05398,/abs/2301.13421,/abs/2305.08782,/abs/2302.10366,/abs/2201.13160,/abs/2010.14145,/abs/2106.08833,/abs/2006.01074,/abs/2308.01983
158,/abs/2103.00031,/abs/2103.00031,/abs/1805.06267,/abs/1706.00363,/abs/1111.1170,/abs/1909.03111,/abs/1705.05937,/abs/1107.2003,/abs/1907.08003,/abs/1807.10130,/abs/cs/0311019
159,/abs/2103.00032,/abs/2103.00032,/abs/2304.11686,/abs/1711.05019,/abs/1812.00078,/abs/1208.3337,/abs/2106.04735,/abs/2106.07045,/abs/1905.02245,/abs/1108.1068,/abs/2103.07189
160,/abs/2301.00005,/abs/2301.00005,/abs/1806.06505,/abs/2103.08107,/abs/2205.10316,/abs/2007.07356,/abs/1310.1863,/abs/2107.07031,/abs/2002.01963,/abs/1803.09866,/abs/1912.02624
161,/abs/2301.00008,/abs/2301.00008,/abs/2203.00614,/abs/1901.09021,/abs/2104.10727,/abs/2001.01072,/abs/1805.11204,/abs/1606.05340,/abs/1805.10451,/abs/2301.11375,/abs/2205.11716
162,/abs/2301.00009,/abs/2301.00009,/abs/1806.06931,/abs/2309.13915,/abs/2107.01677,/abs/2211.13257,/abs/2006.05911,/abs/1505.00322,/abs/2004.14567,/abs/1705.05035,/abs/1906.02736
163,/abs/2102.00004,/abs/2102.00004,/abs/2103.07251,/abs/2306.09920,/abs/2306.09915,/abs/2006.07081,/abs/2103.07032,/abs/2306.00415,/abs/2203.07211,/abs/2202.12803,/abs/2303.02334
164,/abs/2102.00027,/abs/2302.03296,/abs/2103.14969,/abs/2303.00232,/abs/2105.13381,/abs/1902.05655,/abs/2208.08789,/abs/2310.06557,/abs/2009.13120,/abs/2301.03505,/abs/1702.05747
165,/abs/2102.00029,/abs/2102.00029,/abs/1806.11146,/abs/1812.03705,/abs/2004.13002,/abs/1811.11304,/abs/2208.03610,/abs/2108.04979,/abs/1811.03733,/abs/2308.03792,/abs/1912.00466
166,/abs/2102.00030,/abs/2102.00030,/abs/2302.03811,/abs/1108.3779,/abs/2306.11700,/abs/2310.02671,/abs/1310.7300,/abs/1706.01417,/abs/1907.09350,/abs/1304.5610,/abs/1306.0386
167,/abs/2102.00036,/abs/2102.00036,/abs/2303.02204,/abs/2012.01932,/abs/2310.09314,/abs/1907.02889,/abs/cmp-lg/9406016,/abs/2103.02071,/abs/2103.02071,/abs/2108.02550,/abs/2309.16798
168,/abs/1911.00025,/abs/1911.00025,/abs/2203.05285,/abs/2105.08268,/abs/2106.09825,/abs/2206.05108,/abs/2010.07893,/abs/2002.11882,/abs/1912.01160,/abs/1906.01202,/abs/2005.05441
169,/abs/1911.00029,/abs/1911.00029,/abs/2012.02771,/abs/2204.11371,/abs/1705.08623,/abs/2111.12873,/abs/2110.04383,/abs/2007.02933,/abs/1602.02660,/abs/1804.04458,/abs/2202.07559
170,/abs/1911.00038,/abs/1911.00038,/abs/1807.11317,/abs/1907.00782,/abs/2010.05253,/abs/1907.11908,/abs/2008.03686,/abs/2202.07194,/abs/2006.04695,/abs/2309.00861,/abs/1910.07826
171,/abs/1911.00046,/abs/1911.00046,/abs/2103.01783,/abs/cs/0703008,/abs/2004.00701,/abs/cs/0612008,/abs/2304.02195,/abs/2307.16364,/abs/1807.06087,/abs/1505.00922,/abs/2206.11603
172,/abs/1911.00055,/abs/1911.00055,/abs/1903.03772,/abs/1711.01283,/abs/1802.03638,/abs/2010.04029,/abs/1412.6575,/abs/2003.06071,/abs/1911.06962,/abs/2307.01204,/abs/2210.14905
173,/abs/1911.00061,/abs/1911.00061,/abs/1905.10345,/abs/2305.14009,/abs/2103.10496,/abs/2202.10451,/abs/2302.09688,/abs/2308.15647,/abs/1907.08908,/abs/2101.10951,/abs/2202.09927
174,/abs/1910.00004,/abs/1910.00004,/abs/2104.02433,/abs/2005.13183,/abs/2103.06474,/abs/2108.03953,/abs/2012.12517,/abs/2004.00216,/abs/2108.13650,/abs/1912.10832,/abs/2007.02643
175,/abs/1910.00005,/abs/1910.00005,/abs/1905.11581,/abs/1805.07479,/abs/1612.05001,/abs/1412.3100,/abs/2205.09389,/abs/2101.02326,/abs/1703.02618,/abs/2205.11995,/abs/1804.09170
176,/abs/1910.00032,/abs/1910.00032,/abs/1903.05612,/abs/1709.06031,/abs/2003.00908,/abs/1611.05198,/abs/1904.00607,/abs/2010.05069,/abs/1803.04242,/abs/1707.07584,/abs/2207.00887
177,/abs/1910.00033,/abs/1910.00033,/abs/1808.10307,/abs/2003.03030,/abs/1911.08040,/abs/2002.12162,/abs/2010.07489,/abs/2006.06841,/abs/1712.05526,/abs/2308.11822,/abs/2006.01043
178,/abs/1910.00051,/abs/1910.00051,/abs/2205.09607,/abs/1906.11746,/abs/2110.07572,/abs/1904.03746,/abs/1809.00773,/abs/2310.14124,/abs/1704.07092,/abs/1806.04127,/abs/1810.12579
179,/abs/1910.00053,/abs/1910.00053,/abs/1907.08828,/abs/2301.06087,/abs/2007.09715,/abs/2010.01436,/abs/2305.02419,/abs/2304.04753,/abs/2205.14413,/abs/2004.01828,/abs/2208.06782
180,/abs/1910.00054,/abs/1910.00054,/abs/1711.09645,/abs/2204.02626,/abs/1909.00415,/abs/2111.00947,/abs/2006.05538,/abs/2205.10726,/abs/2306.10535,/abs/2302.04061,/abs/1802.04712
181,/abs/2311.00048,/abs/2311.00048,/abs/2105.02726,/abs/2111.01556,/abs/2303.15749,/abs/2303.06371,/abs/2011.08939,/abs/2006.05538,/abs/2306.16180,/abs/2208.03526,/abs/2210.17013
182,/abs/2311.00049,/abs/2311.00049,/abs/2101.09181,/abs/2007.15884,/abs/1708.06219,/abs/2004.02203,/abs/2006.10977,/abs/1910.09293,/abs/2209.01173,/abs/2112.11157,/abs/2012.03016
183,/abs/2311.00055,/abs/2311.00055,/abs/2311.10051,/abs/1908.07442,/abs/2308.13816,/abs/2310.07338,/abs/2209.08060,/abs/2307.02491,/abs/2310.15149,/abs/2110.01889,/abs/2307.04308
184,/abs/2311.00066,/abs/2311.00066,/abs/1709.03776,/abs/2006.09531,/abs/1501.00335,/abs/2203.10583,/abs/2008.05864,/abs/2004.08559,/abs/1512.00327,/abs/2008.13405,/abs/2007.04444
185,/abs/2311.00068,/abs/2311.00068,/abs/1706.08658,/abs/2103.14734,/abs/2110.12915,/abs/2301.08782,/abs/2209.00976,/abs/2107.08440,/abs/2308.13217,/abs/2308.16483,/abs/2306.03835
186,/abs/1912.00005,/abs/1912.00005,/abs/1911.07256,/abs/1912.10036,/abs/2108.00367,/abs/1911.01918,/abs/1904.06761,/abs/1802.01290,/abs/2006.10971,/abs/2311.08689,/abs/2104.12667
187,/abs/1912.00010,/abs/1912.00010,/abs/1806.07127,/abs/1412.6396,/abs/1612.03155,/abs/1911.13104,/abs/1903.03413,/abs/2010.05677,/abs/2309.06926,/abs/1603.09055,/abs/1705.04493
188,/abs/1912.00020,/abs/1912.00020,/abs/2108.11645,/abs/2302.04988,/abs/2311.04077,/abs/2111.00963,/abs/2107.05464,/abs/2212.03155,/abs/2209.09991,/abs/1907.00624,/abs/2304.01435
189,/abs/1912.00036,/abs/1912.00036,/abs/2207.11467,/abs/2006.14660,/abs/1904.12012,/abs/2104.00024,/abs/1808.03609,/abs/2108.08017,/abs/1908.05540,/abs/2302.03640,/abs/2309.09739
190,/abs/2109.00025,/abs/2109.00025,/abs/2001.07574,/abs/1708.06025,/abs/2007.09757,/abs/2304.10642,/abs/2003.07278,/abs/2107.10614,/abs/2109.10509,/abs/2201.03382,/abs/2008.11608
191,/abs/2109.00031,/abs/2109.00031,/abs/2109.05478,/abs/2210.11106,/abs/2309.06956,/abs/2205.05488,/abs/2311.01122,/abs/1904.03024,/abs/2203.09981,/abs/2207.04684,/abs/1810.10687
192,/abs/2109.00055,/abs/2109.00055,/abs/2010.16249,/abs/2207.07611,/abs/2104.08253,/abs/2008.09049,/abs/2209.09433,/abs/2204.05832,/abs/2307.09084,/abs/1905.12777,/abs/1810.06640
193,/abs/2112.00007,/abs/2112.00007,/abs/2208.14114,/abs/2306.11504,/abs/2201.03809,/abs/2308.11804,/abs/2308.12610,/abs/2206.04984,/abs/2005.13402,/abs/1810.02001,/abs/2309.16429
194,/abs/2112.00011,/abs/2112.00011,/abs/1510.00098,/abs/2305.01783,/abs/2002.01612,/abs/1711.06323,/abs/2011.13563,/abs/2302.14835,/abs/1902.11110,/abs/2205.01472,/abs/2308.15979
195,/abs/2112.00053,/abs/2112.00053,/abs/1208.1922,/abs/1209.5319,/abs/1112.2792,/abs/1106.1910,/abs/2201.09242,/abs/1002.1149,/abs/1406.7539,/abs/1001.1985,/abs/2007.14885
196,/abs/2108.00026,/abs/2108.00026,/abs/2306.08402,/abs/2306.14123,/abs/2208.01200,/abs/2007.00914,/abs/2011.05411,/abs/2310.05269,/abs/2007.08893,/abs/2103.00710,/abs/2004.02738
197,/abs/2108.00034,/abs/2108.00034,/abs/2012.00970,/abs/1301.5937,/abs/1903.03787,/abs/2111.04579,/abs/2001.09122,/abs/2011.08651,/abs/1905.06922,/abs/2210.06422,/abs/1911.02151
198,/abs/2108.00037,/abs/2108.00037,/abs/2301.11279,/abs/2307.02572,/abs/1912.02968,/abs/1908.00424,/abs/2102.03169,/abs/2201.00726,/abs/2107.08494,/abs/2203.14827,/abs/2310.00839
199,/abs/2108.00045,/abs/2108.00045,/abs/2302.00875,/abs/2103.03433,/abs/1906.10509,/abs/2103.04704,/abs/2006.05938,/abs/1812.04427,/abs/2303.09849,/abs/2201.01823,/abs/2203.15310
200,/abs/2108.00049,/abs/2108.00049,/abs/2205.04617,/abs/2106.05967,/abs/2112.00319,/abs/2004.06638,/abs/2106.15788,/abs/2202.03278,/abs/2106.03719,/abs/2010.01028,/abs/2302.11461
201,/abs/2308.00002,/abs/2308.00002,/abs/1909.03065,/abs/2005.04304,/abs/2106.04571,/abs/2306.12552,/abs/2305.14970,/abs/2202.00436,/abs/2005.06527,/abs/2108.04674,/abs/2212.10467
202,/abs/2308.00005,/abs/2308.00005,/abs/2207.07903,/abs/2007.09342,/abs/2211.10062,/abs/2306.03707,/abs/1704.02286,/abs/2305.15191,/abs/2204.03433,/abs/2302.09225,/abs/2108.12732
203,/abs/2308.00010,/abs/2308.00010,/abs/2301.10752,/abs/1811.02062,/abs/1607.00325,/abs/2011.14334,/abs/1808.10620,/abs/1705.04662,/abs/2303.07569,/abs/2102.09978,/abs/2010.12180
204,/abs/2308.00015,/abs/2308.00015,/abs/1810.12247,/abs/2108.10449,/abs/1703.10847,/abs/2102.09794,/abs/1907.01607,/abs/1709.06298,/abs/1611.05416,/abs/1710.02280,/abs/1908.01080
205,/abs/2308.00052,/abs/2308.00052,/abs/1908.11779,/abs/2102.07244,/abs/2106.14962,/abs/1810.06911,/abs/2004.03178,/abs/2108.12773,/abs/2111.14151,/abs/1911.10457,/abs/2206.04794
206,/abs/2110.00031,/abs/2110.00031,/abs/2005.12830,/abs/2005.05513,/abs/2206.10471,/abs/2111.10404,/abs/2104.10662,/abs/2011.00377,/abs/2005.08379,/abs/2008.09035,/abs/2303.00135
207,/abs/2110.00035,/abs/2110.00035,/abs/2006.08258,/abs/2201.07060,/abs/2005.09081,/abs/1911.01904,/abs/1608.06749,/abs/2110.09365,/abs/2212.12055,/abs/2301.00597,/abs/2102.13192
208,/abs/2110.00044,/abs/2110.00044,/abs/2306.12729,/abs/2109.13338,/abs/2310.13295,/abs/2304.08280,/abs/1912.09260,/abs/2004.02610,/abs/2011.03125,/abs/2308.15991,/abs/1906.00214
209,/abs/2111.00002,/abs/2111.00002,/abs/2205.12447,/abs/2301.01529,/abs/2202.09727,/abs/2210.12546,/abs/1707.01590,/abs/1905.09947,/abs/2309.07176,/abs/2111.10476,/abs/1812.02952
210,/abs/2111.00003,/abs/2111.00003,/abs/2111.00005,/abs/2106.10978,/abs/1309.5134,/abs/2107.04781,/abs/2108.13772,/abs/2301.01837,/abs/1107.5474,/abs/1703.02819,/abs/1803.07847
211,/abs/2111.00006,/abs/2111.00006,/abs/2209.06469,/abs/1909.03909,/abs/2004.13458,/abs/2203.08543,/abs/1511.05939,/abs/2102.07265,/abs/2210.04402,/abs/1904.03911,/abs/2211.11751
212,/abs/2111.00007,/abs/2111.00007,/abs/2112.13539,/abs/2001.08735,/abs/2206.00092,/abs/1912.07200,/abs/1909.13579,/abs/2101.11461,/abs/2104.14385,/abs/2006.11325,/abs/2203.04291
213,/abs/2111.00010,/abs/2111.00010,/abs/2006.12097,/abs/2106.01432,/abs/2110.07829,/abs/2307.15870,/abs/2307.05358,/abs/2301.10114,/abs/2306.04155,/abs/2303.11809,/abs/2302.11823
214,/abs/2111.00038,/abs/2111.00038,/abs/2001.05654,/abs/2006.10214,/abs/2106.10980,/abs/2309.10858,/abs/1303.2292,/abs/2310.14919,/abs/1806.05653,/abs/1704.07296,/abs/2007.11983
215,/abs/2309.00005,/abs/2309.00005,/abs/2302.06298,/abs/2308.08058,/abs/2006.08565,/abs/1912.11868,/abs/2106.07066,/abs/2003.06944,/abs/2303.16205,/abs/2204.03929,/abs/2005.03412
216,/abs/2309.00024,/abs/2309.00024,/abs/2105.04880,/abs/2205.15075,/abs/2209.04187,/abs/2106.15382,/abs/2308.16541,/abs/2008.10208,/abs/2209.10838,/abs/2211.14987,/abs/2205.03803
217,/abs/1908.00003,/abs/1908.00003,/abs/2009.02057,/abs/2308.06140,/abs/1810.10814,/abs/2004.13908,/abs/2203.13158,/abs/2203.12663,/abs/2109.04440,/abs/1412.6853,/abs/1307.1201
218,/abs/1908.00024,/abs/1908.00024,/abs/2109.07365,/abs/2111.01592,/abs/2106.11175,/abs/2303.17027,/abs/2108.08236,/abs/1804.03629,/abs/2203.01261,/abs/2308.07439,/abs/2004.12255
219,/abs/1908.00047,/abs/1908.00047,/abs/2108.06165,/abs/1803.09845,/abs/1804.03803,/abs/2307.16525,/abs/1806.06004,/abs/2101.09865,/abs/2106.01424,/abs/1811.10787,/abs/2111.13792
220,/abs/1909.00015,/abs/1909.00015,/abs/2104.07012,/abs/2209.15176,/abs/2109.12188,/abs/2002.10260,/abs/1705.07704,/abs/1911.03898,/abs/1912.11637,/abs/2108.09193,/abs/2108.04657
221,/abs/1909.00025,/abs/1909.00025,/abs/2010.09291,/abs/1810.08178,/abs/2303.01335,/abs/2310.09028,/abs/1703.03400,/abs/2101.04750,/abs/2206.03271,/abs/2012.02684,/abs/2011.12511
222,/abs/1909.00032,/abs/1909.00032,/abs/1810.03956,/abs/2108.06009,/abs/2206.08026,/abs/2002.02159,/abs/2110.05819,/abs/1705.10930,/abs/1612.02880,/abs/2011.03844,/abs/2308.13678
223,/abs/1909.00045,/abs/1909.00045,/abs/1909.08997,/abs/2203.07300,/abs/1809.04197,/abs/1708.04399,/abs/1808.03319,/abs/1912.11721,/abs/1802.09148,/abs/1703.03378,/abs/2007.02064
224,/abs/1909.00047,/abs/1909.00047,/abs/2009.06459,/abs/1910.10453,/abs/1509.02604,/abs/1911.09747,/abs/1808.10101,/abs/1509.02597,/abs/2202.02580,/abs/1604.03763,/abs/2005.07890
225,/abs/2208.00029,/abs/2208.00029,/abs/quant-ph/0111102,/abs/1112.2000,/abs/2208.11152,/abs/0801.3624,/abs/1312.1027,/abs/1901.01178,/abs/2105.11338,/abs/1304.1796,/abs/1704.01104
226,/abs/2208.00037,/abs/2208.00037,/abs/2207.08475,/abs/2208.01406,/abs/2108.07618,/abs/2208.00047,/abs/2208.03302,/abs/2208.00510,/abs/1305.6123,/abs/2309.15175,/abs/2002.03927
227,/abs/2209.00005,/abs/2209.00005,/abs/2201.09650,/abs/2104.10076,/abs/2206.15128,/abs/1803.04765,/abs/2210.08579,/abs/2105.03689,/abs/2110.14880,/abs/2302.03251,/abs/1909.09938
228,/abs/2209.00062,/abs/2209.00062,/abs/2005.02545,/abs/2103.16273,/abs/2207.00726,/abs/2007.02515,/abs/2111.13350,/abs/2302.10873,/abs/2109.07365,/abs/2203.01880,/abs/2104.00249
229,/abs/2209.00065,/abs/2209.00065,/abs/2209.02399,/abs/2304.08799,/abs/2305.02324,/abs/2209.11634,/abs/2207.08095,/abs/2204.10312,/abs/2202.04075,/abs/2208.09150,/abs/2308.14500
230,/abs/2209.00078,/abs/2209.00078,/abs/2208.08819,/abs/2301.11673,/abs/2304.02971,/abs/2205.01871,/abs/2311.05139,/abs/2305.10675,/abs/2310.00893,/abs/2207.07080,/abs/2010.04592
231,/abs/2209.00081,/abs/2209.00081,/abs/2104.14001,/abs/2210.00629,/abs/2211.09854,/abs/2204.12507,/abs/2203.11470,/abs/2008.04122,/abs/2204.09386,/abs/1609.06408,/abs/2004.03315
232,/abs/2008.00017,/abs/2008.00017,/abs/1903.00846,/abs/1604.04824,/abs/1808.10529,/abs/2304.00713,/abs/1707.01879,/abs/1807.06724,/abs/2101.02631,/abs/1505.07683,/abs/1901.07309
233,/abs/2008.00023,/abs/2008.00023,/abs/1408.3821,/abs/2206.14007,/abs/2101.01284,/abs/1911.01968,/abs/1304.2840,/abs/2310.07516,/abs/cs/9809010,/abs/1307.2397,/abs/2305.06397
234,/abs/2008.00025,/abs/2008.00025,/abs/2007.07588,/abs/1906.01684,/abs/2207.06028,/abs/1811.09409,/abs/2007.15745,/abs/1909.12226,/abs/2310.18212,/abs/2108.13066,/abs/2203.01717
