,query_article_link,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10
139,/abs/2205.00049,,,,,,,,,,
140,/abs/2201.00001,/abs/2307.16092,/abs/2306.08445,/abs/2303.14291,,,,,,,
141,/abs/2201.00002,/abs/2310.00824,/abs/1702.06851,/abs/2308.01378,/abs/2301.06235,/abs/2305.12496,/abs/2305.06652,/abs/2308.00358,/abs/2209.12734,/abs/2304.02078,/abs/2303.01499
142,/abs/2201.00003,/abs/2110.14444,/abs/1703.09917,/abs/2209.07635,/abs/1808.04656,,,,,,
143,/abs/2201.00005,/abs/2308.02730,/abs/2308.05110,/abs/2206.12551,/abs/2305.15629,/abs/1702.07733,/abs/2304.04780,/abs/2311.13015,/abs/2007.06566,/abs/1607.07751,/abs/2303.17408
144,/abs/2201.00006,/abs/2303.10828,/abs/2305.16145,/abs/2211.14426,/abs/2206.11996,/abs/2310.10856,/abs/2112.10107,/abs/1905.05717,/abs/2210.13378,/abs/2104.10340,/abs/2310.02435
145,/abs/2201.00007,/abs/2306.06634,/abs/2203.14001,/abs/2311.15231,/abs/2208.08090,/abs/2302.11472,/abs/2212.11511,/abs/2305.08096,/abs/2308.04268,/abs/2202.13663,/abs/2303.08360
146,/abs/2201.00008,/abs/2308.07496,/abs/2301.10938,/abs/2302.11974,/abs/2311.02880,/abs/2311.16038,/abs/2206.09113,/abs/2202.12586,/abs/2303.14483,/abs/2307.00518,/abs/2310.13135
147,/abs/2201.00009,/abs/2211.08115,/abs/2308.00710,/abs/2311.14227,/abs/1712.06302,/abs/2207.00157,/abs/2104.04945v1)%3C%22,/abs/2302.08878,/abs/2104.04945,/abs/2309.11267,/abs/2207.14408
148,/abs/2201.00011,/abs/2307.11285,/abs/2301.00389,/abs/2301.08968,/abs/2208.11311,/abs/2109.14611,/abs/2012.00632,/abs/2301.05849,/abs/2210.01973,/abs/2302.04464,/abs/2302.12156
149,/abs/2201.00012,/abs/2310.05871,/abs/2307.15217,/abs/2310.05563,/abs/2310.17769,/abs/2311.17017,/abs/2212.10720,/abs/2310.06176,/abs/2310.19852,/abs/2310.17551,/abs/2308.05585
150,/abs/1907.00025,/abs/2209.09201,/abs/1912.08927,/abs/2307.14198,/abs/2304.06580,/abs/2208.01087,/abs/2301.10403,/abs/1705.04192,/abs/2307.00879,/abs/2107.06656,/abs/2009.11024
151,/abs/1907.00031,/abs/2111.02947,/abs/2007.00642,/abs/2010.15750,/abs/2111.02947,/abs/2010.15750,/abs/2007.00642,/abs/2008.01998,/abs/2211.08745,/abs/2305.03984,/abs/2112.12194
152,/abs/1907.00033,/abs/1909.08065,/abs/1811.02687,/abs/2110.05230,/abs/2303.01246,/abs/2104.13860,/abs/2207.06874,/abs/2003.01683,/abs/2112.00604,/abs/2001.05051,/abs/2103.09139
153,/abs/1907.00038,/abs/2310.19573,/abs/2203.16225,/abs/2307.01582,/abs/2203.03724,/abs/2310.07342,/abs/2210.14369,/abs/2305.01509,/abs/2111.10685,/abs/2304.12479,/abs/2104.09394
154,/abs/1907.00039,/abs/1907.04877,/abs/1907.04877,/abs/1907.00198,/abs/2103.14426,/abs/1912.08578,/abs/2006.09540,/abs/2202.12069,/abs/2109.00862,/abs/2101.06091,/abs/2311.05115
155,/abs/1907.00042,,,,,,,,,,
156,/abs/1907.00048,/abs/2311.07602,/abs/2103.03013,/abs/2002.02989,/abs/2311.15730,/abs/1912.11930,/abs/2207.14357,/abs/2311.12808,/abs/2307.09371,/abs/2009.02737,/abs/2203.02550
157,/abs/1907.00050,/abs/2311.07874,/abs/2311.15730,/abs/2211.04369,/abs/2306.14052,/abs/2107.12295,/abs/2209.09570,/abs/2306.03282,/abs/1502.01916,/abs/1908.06362,/abs/1903.10970
158,/abs/1907.00053,/abs/2107.13681,/abs/1912.06197,/abs/1903.02637,/abs/2007.15642,/abs/1812.04401,/abs/2307.01939,/abs/2109.11422,/abs/2211.02996,/abs/1702.05704,/abs/1809.07430
159,/abs/1907.00056,/abs/1805.02405,/abs/2104.02999,/abs/2306.01498,/abs/2205.02815,/abs/2108.07759,/abs/2005.01638,/abs/2308.12405,/abs/1805.12059,/abs/2007.12825,/abs/1611.09400
160,/abs/2003.00003,/abs/2003.12470,/abs/2103.08576,/abs/2201.11860,/abs/1712.10222,/abs/2107.10070,/abs/2207.11615,/abs/2005.14676,/abs/1910.09775,/abs/1903.07602,/abs/2104.04293
161,/abs/2003.00010,/abs/2205.12173,/abs/2303.10434,/abs/2102.08166,/abs/2305.13856,/abs/2107.01477,/abs/2307.07980,/abs/2205.12173,/abs/2302.01772,/abs/2110.03991,/abs/2206.04568
162,/abs/2003.00030,/abs/2209.08466,/abs/1906.10717,/abs/2306.17366,/abs/2310.06253,/abs/2305.12663,/abs/2310.19927,/abs/2306.07741,/abs/2204.01464,/abs/2307.01708,/abs/2104.04901
163,/abs/2003.00032,/abs/2307.06763,/abs/2012.08961,/abs/2011.13344,/abs/1807.08203,/abs/2012.08959,/abs/1907.07761,/abs/1804.04487,/abs/2110.11755,/abs/1711.03829,/abs/2301.07422
164,/abs/2003.00040,/abs/2306.01613,/abs/2004.11514,/abs/2012.01274,/abs/2308.07553,/abs/2108.04206,/abs/2105.03592,/abs/1911.03432,/abs/2207.11719,/abs/2303.06302,/abs/2305.03559
165,/abs/2003.00045,/abs/1907.04527,/abs/1907.04527,/abs/2205.13231,/abs/1908.11431,/abs/2307.06081,/abs/2205.12388,/abs/1612.01626,/abs/2209.02575,/abs/2106.16067,/abs/2308.09438
166,/abs/2003.00051,/abs/1704.01788,/abs/2004.09005,/abs/2004.05076,/abs/1605.00677,/abs/1707.01869,,,,,
167,/abs/2003.00052,/abs/2203.01923,/abs/2209.10840,/abs/2103.03319,/abs/2303.13190,/abs/1905.03244,/abs/2112.00236,/abs/2203.15224,/abs/2303.03315,/abs/2107.11646,/abs/2304.06342
168,/abs/2003.00054,/abs/2104.11787,/abs/2201.02180,/abs/2202.03270,/abs/2208.08918,/abs/1509.08035,/abs/2209.06977,/abs/2301.10315,/abs/1905.13455,/abs/1911.11181,/abs/2301.01095
169,/abs/2003.00056,/abs/2202.00516,/abs/2202.00516,/abs/2202.00514,/abs/2202.00515,/abs/2205.06995,/abs/2201.12918,/abs/2201.12590,/abs/2201.12905,/abs/2211.14490,/abs/1903.06232
170,/abs/2011.00001,/abs/2102.08349,/abs/1910.10412,/abs/1109.6675,/abs/2307.00401,/abs/1809.10767,/abs/2005.01921,/abs/1605.05102,/abs/0808.1991,/abs/2205.12437,/abs/2201.12248
171,/abs/2011.00023,/abs/1704.04135,/abs/2112.11006,/abs/2110.02819,/abs/2206.00088,/abs/2303.11659,/abs/2212.14311,/abs/1907.13099,/abs/2302.04653,/abs/2204.02343,/abs/1812.00683
172,/abs/2011.00029,/abs/2211.10743,/abs/2211.04920,/abs/2211.10743,/abs/2301.02507,/abs/2210.03774,/abs/2210.08955,/abs/2301.02507,/abs/2210.03774,/abs/2210.08955,/abs/2109.13213
173,/abs/2011.00032,/abs/2311.08354,/abs/2303.13630,/abs/2303.02386,/abs/2304.00346,/abs/2212.14199,/abs/2305.09793,/abs/2307.12664,/abs/2310.04795,/abs/2110.15344,/abs/2211.04310
174,/abs/2011.00033,/abs/2307.01377,/abs/2307.01381,/abs/2307.01377,/abs/2212.07850,/abs/2204.09595,/abs/2310.11141,/abs/2204.05352,/abs/2307.08217,/abs/2204.08920,/abs/2110.08250
175,/abs/2011.00034,,,,,,,,,,
176,/abs/2011.00038,/abs/2306.14923,/abs/2212.08148,/abs/2011.00054,/abs/2006.03987,/abs/2305.09936,/abs/2308.01050,/abs/2104.00273,/abs/2102.06286,/abs/2111.02977,/abs/2305.02008
177,/abs/2011.00043,/abs/2207.12817,/abs/2107.05989,/abs/2307.12241,/abs/2106.15101,/abs/2211.07290,/abs/2003.11461,/abs/2309.03238,/abs/2110.04249,/abs/2007.15815,/abs/2205.03235
178,/abs/2011.00045,/abs/2109.00843,/abs/2206.04956,/abs/2202.05345,/abs/2107.05079,/abs/2307.13769,/abs/2301.04441,/abs/2311.10896,/abs/2107.11718,/abs/2306.05433,/abs/1212.3980
179,/abs/2011.00047,/abs/2103.04091,/abs/1804.01410,/abs/1307.3843,/abs/1811.00850,/abs/2311.14202,/abs/2107.11708,/abs/2207.11220,/abs/2201.01541,/abs/1602.00649,/abs/2111.13003
180,/abs/2010.00004,/abs/2311.02996,/abs/2310.15761,/abs/2112.10673,/abs/2110.11577,/abs/2111.06740,/abs/2012.08108,/abs/2307.12786,/abs/1912.11628,/abs/1910.00738,/abs/2108.00086
181,/abs/2010.00029,/abs/2203.07975,/abs/2201.10154,/abs/2110.03898,/abs/2307.01930,/abs/2111.07176,/abs/2303.15136,,,,
182,/abs/2010.00030,/abs/2101.05694,/abs/2103.06047,/abs/2209.06130,/abs/2311.10863,/abs/1809.08345,/abs/2208.07756,/abs/2106.12111,/abs/2110.08436,/abs/2109.10106,/abs/2111.09475
183,/abs/2010.00038,/abs/2109.09483,/abs/2306.04618,/abs/2104.05947,/abs/2107.05104,,,,,,
184,/abs/2010.00048,/abs/2206.08349,/abs/2309.02427,/abs/2307.02477,/abs/2108.07258.abs%C3%82%C2%A0,/abs/2211.09110,/abs/2308.16149.abs,/abs/2303.18223,,,
185,/abs/2010.00051,/abs/2008.10682,/abs/2209.03465,/abs/2102.03357,/abs/2012.09088,/abs/2301.10782,/abs/2303.17691,/abs/2204.09579,/abs/2112.07824,/abs/2304.07253,/abs/2106.01288
186,/abs/2010.00052,/abs/2211.01941,/abs/2202.11431,/abs/1809.08379,/abs/2005.11052,/abs/2304.10854,/abs/2202.12100,/abs/2209.14965,/abs/2303.13316,/abs/2304.10987,/abs/2212.06391
187,/abs/2010.00055,/abs/2111.06077,/abs/2101.07720,/abs/2310.18868,/abs/2003.00824,/abs/2011.09941,/abs/2305.16873,/abs/2103.00483,/abs/2008.12378,/abs/2303.14552,/abs/2203.00920
188,/abs/2010.00057,/abs/2305.12454,/abs/2305.12038,/abs/2302.09355,/abs/1101.1826,/abs/2302.13952,/abs/2307.00675,/abs/2103.16158,/abs/1809.11101,/abs/1001.1031,/abs/1703.10998
189,/abs/2010.00058,/abs/2107.07596,/abs/2109.05265,/abs/2202.13220,/abs/2109.05265,/abs/2307.12761,/abs/2107.07596,/abs/2202.13220,/abs/2302.03860,/abs/2211.02432,/abs/2209.06535
190,/abs/2002.00002,/abs/2002.02408,/abs/2001.11250,/abs/1910.03635,/abs/2311.13979,/abs/2008.05345,/abs/2309.07018,/abs/1804.09338,/abs/1502.07718,/abs/2306.10378,/abs/1811.06799
191,/abs/2002.00008,/abs/2011.06208,/abs/2102.00533,/abs/2202.02684,/abs/2311.03955,/abs/2004.14941,/abs/2302.03549,/abs/2102.07525,/abs/1212.2460,/abs/2101.12564,/abs/2105.04405v1)%3C%22
192,/abs/2002.00009,/abs/2007.01733,/abs/1701.09000,/abs/1604.06764,/abs/2201.11524,/abs/1107.3430,/abs/1301.6705,/abs/2201.11524,/abs/2205.00621,/abs/2306.00420,/abs/1604.06764
193,/abs/2002.00025,/abs/2007.14823,/abs/2303.06349,/abs/2011.02159,/abs/2008.11674,/abs/2006.14123,/abs/1906.01005,/abs/2307.06398,/abs/1502.02367v3.abs,/abs/1801.01078,/abs/2202.02435
194,/abs/2002.00027,/abs/1909.09227,/abs/2110.04176,/abs/2001.11846,/abs/1902.05478,/abs/2001.11846,/abs/1909.09227,/abs/2204.05798,/abs/2307.08663,/abs/2112.06685,/abs/2006.08321
195,/abs/2002.00029,/abs/2002.03596,/abs/2002.04630,/abs/2002.03489,,,,,,,
196,/abs/2002.00031,/abs/2110.15494,/abs/2101.00904,/abs/2212.10141,/abs/2204.14027,/abs/2204.08514,/abs/2201.08891,/abs/1902.01226,/abs/2302.05988,/abs/2205.09234,/abs/2104.15138
197,/abs/2002.00037,/abs/2304.09957,/abs/2012.15715,/abs/2104.08388,/abs/2311.18034,/abs/2004.14958,/abs/2305.14189,/abs/1809.00013,/abs/1908.06625,/abs/2008.01391,/abs/1805.06297
198,/abs/2002.00040,/abs/2303.15299,/abs/1805.01551,/abs/2106.09899,/abs/2203.14527,/abs/2306.02309,/abs/1905.05863,/abs/2109.04822,/abs/2305.14666,/abs/2204.02593,/abs/2008.01321
199,/abs/2002.00041,/abs/1911.00936,/abs/2210.08794,/abs/2206.02416,/abs/2207.08942,/abs/1903.12436,/abs/1911.04594,/abs/2112.06868,/abs/2210.01760,/abs/1802.05814,
200,/abs/1906.00001,/abs/2303.08293,/abs/2205.09624,/abs/2205.09624,/abs/2303.06302,/abs/1910.07517,/abs/2307.16099,/abs/2102.07861,/abs/2110.13980,/abs/2101.10562,/abs/1810.00069
201,/abs/1906.00013,/abs/2209.02895,/abs/1708.09213,/abs/2204.09052,/abs/2108.05665,/abs/2211.09121,/abs/2304.08226,/abs/1912.10049,/abs/2311.08965,/abs/2302.09019,/abs/2212.10421
202,/abs/1906.00025,/abs/1803.02222,/abs/2308.11166,/abs/1808.04759,/abs/2306.03543,/abs/1805.06741,/abs/2107.14263,/abs/2110.08265,/abs/2202.02794,/abs/2212.00772,/abs/1904.06685
203,/abs/1906.00026,,,,,,,,,,
204,/abs/1906.00028,/abs/2006.06635,/abs/2112.06920,/abs/2311.12529,/abs/1609.06942,/abs/2111.08858,/abs/2105.00723,/abs/2206.13668,/abs/2301.00415,/abs/2110.08045,/abs/2001.04147
205,/abs/1906.00029,/abs/1712.03650,/abs/1404.0024,/abs/2006.05023,/abs/1610.09044,/abs/1507.03415,/abs/1903.08052,/abs/1708.08759,/abs/1906.11432,/abs/2208.09505,/abs/1803.10281
206,/abs/1906.00034,/abs/2211.15310,/abs/1204.1204,/abs/1901.05215,/abs/1204.1205,/abs/2010.09019,/abs/1801.08691,/abs/0706.1940,/abs/1309.4716,/abs/2106.09821,/abs/2203.04794
207,/abs/1906.00038,/abs/2301.02307,/abs/1507.06120,/abs/2310.05295,/abs/2311.01025,/abs/2301.08571,/abs/2310.04529,/abs/2305.12140,/abs/2306.02252,/abs/2308.04040,/abs/2104.01111
208,/abs/1906.00039,/abs/1204.3442,/abs/2105.10798,/abs/2104.06866,/abs/1805.12212,/abs/2301.12659,/abs/1108.0817,/abs/1612.01855,/abs/2309.02228,/abs/2106.12836,/abs/1008.3767
209,/abs/1906.00041,/abs/2306.11843,/abs/2302.11777,/abs/2110.15132,/abs/2310.00299,/abs/2210.10260,/abs/2104.14914,/abs/2106.03096,/abs/2203.14278,/abs/2201.09745,/abs/2111.09912
210,/abs/2202.00003,/abs/2112.01238,/abs/2306.02712,,,,,,,,
211,/abs/2202.00004,/abs/2011.05530,/abs/2011.05530,/abs/2104.08938,/abs/2203.13410,/abs/2310.10349,/abs/2305.00663,/abs/2206.09527,/abs/2309.04664,/abs/2309.04664,/abs/2303.03544
212,/abs/2202.00005,/abs/2207.10510,/abs/2108.08966,/abs/1906.00400,/abs/2012.13464,/abs/2204.06211,/abs/2111.04801,/abs/2205.03788,/abs/2308.05234,/abs/2105.01478,/abs/2001.07077
213,/abs/2202.00008,/abs/2302.04222,/abs/1807.11023,/abs/1602.03956,/abs/2104.11906,/abs/2110.05878,,,,,
214,/abs/2202.00009,/abs/2311.01428,/abs/2202.10991,/abs/2303.01949,/abs/2307.01210,/abs/2003.06516,/abs/2311.18245,/abs/2307.12369,/abs/2108.04174,/abs/2311.12842,/abs/2109.06980
215,/abs/2202.00035,/abs/2208.12212,/abs/2105.14044,/abs/2311.16941,/abs/2311.07682,/abs/1910.04329,/abs/2104.07713,/abs/1802.09386,/abs/2106.02797,/abs/2302.11234,/abs/2101.07361
216,/abs/2202.00045,/abs/2108.08262,,,,,,,,,
217,/abs/2202.00046,/abs/2302.07848.abs,/abs/2308.06025,/abs/2308.12866,/abs/2311.11642,/abs/2307.06307,/abs/2210.12683,/abs/2205.10587,/abs/2301.06281,/abs/2306.00559,/abs/2202.12972
218,/abs/2202.00047,/abs/2308.07557,/abs/2303.11825,/abs/2310.04529,/abs/2310.13718,/abs/2308.04076,/abs/2304.03288,/abs/2212.10121,/abs/2207.03616,/abs/2303.04059,/abs/2301.03109
219,/abs/2202.00050,/abs/2302.14696,/abs/2303.00609,/abs/2308.14039,/abs/2304.04211,/abs/2301.12984,/abs/2304.07147,/abs/2212.08583,/abs/2308.05350,/abs/2205.15688,/abs/2109.13157
220,/abs/1904.00001,/abs/2012.07919,/abs/2310.06726,/abs/2310.06726,/abs/2112.01771,/abs/2012.07919,/abs/2208.08982,/abs/1812.03057,/abs/1601.04126,/abs/2208.08982,/abs/2306.15007
221,/abs/1904.00003,/abs/2310.05378,/abs/2102.11235,/abs/2303.12115,/abs/2207.12196,/abs/2212.11932,/abs/2111.01778,/abs/2102.05477,/abs/2012.13675,/abs/2205.10161,/abs/2012.15230
222,/abs/1904.00004,/abs/2206.08786,/abs/2008.05261,/abs/2103.02917,/abs/1906.04148,/abs/2202.00396,/abs/2004.11480,/abs/2310.18911,/abs/1904.11230,/abs/2006.13400,/abs/2005.04412
223,/abs/1904.00008,/abs/1904.08498,,,,,,,,,
224,/abs/1904.00009,/abs/2211.03572,/abs/2004.01463,,,,,,,,
225,/abs/1904.00035,/abs/1910.12905,/abs/2204.01024,/abs/2204.01024,/abs/2306.11217,/abs/2112.11947,/abs/2302.06370,/abs/2207.02162,/abs/1704.02532,/abs/2105.06517,/abs/2209.02106
226,/abs/1904.00044,/abs/1904.03587,/abs/1902.06893,/abs/2310.04213,/abs/2007.07009,/abs/1902.10192,/abs/2301.12988,/abs/2304.06727,/abs/1803.03300,/abs/1303.3938,/abs/2008.02951
227,/abs/1904.00048,/abs/1906.11443,/abs/2105.03053,,,,,,,,
228,/abs/1904.00049,/abs/2002.08362,/abs/1912.11800,/abs/1910.05580,/abs/2302.01336,/abs/1911.00382,/abs/2305.06085,/abs/2304.11285,/abs/2011.08960,/abs/2206.02541,/abs/2002.12200
229,/abs/1904.00055,/abs/2107.05463,/abs/2103.00417,/abs/2106.14787,/abs/2309.03337,/abs/2009.02792,/abs/1902.08314,/abs/2107.12033,/abs/2009.05527,/abs/2101.02919,/abs/2106.03903
230,/abs/2012.00004,/abs/2011.07247,/abs/2008.03164,/abs/2011.03258,/abs/2310.10400,/abs/2011.14678,/abs/2106.03111,/abs/2103.07259,/abs/2007.11464,/abs/2205.06691,/abs/2010.12684
231,/abs/2012.00007,/abs/2103.15629,/abs/2208.11369,/abs/2208.06783,/abs/2311.15641,/abs/2303.07052,/abs/2207.12928,/abs/2207.13759,/abs/2204.08353,/abs/2205.01744,/abs/2206.10002
232,/abs/2012.00012,/abs/2310.07135,/abs/2211.16496,/abs/2305.14938,/abs/2306.02475,/abs/2101.07714,/abs/2110.15871,/abs/2305.03514,/abs/2109.15144,/abs/2306.00539,/abs/2212.09739
233,/abs/2012.00050,/abs/2011.13959,/abs/2205.14647,/abs/2110.08131,/abs/2111.02325,/abs/2106.09104,/abs/2202.08897,/abs/2010.04773,/abs/2103.05707,/abs/2103.12166,/abs/2311.07227
234,/abs/2012.00052,/abs/2309.04087,/abs/2302.14502,/abs/2207.00939,/abs/2306.00177,/abs/2203.09629,/abs/2311.09836,/abs/2210.12437,/abs/2205.10192,/abs/2212.10707,/abs/2305.17529
235,/abs/2012.00053,/abs/2206.14530,/abs/2209.12427,/abs/2206.10274,/abs/1603.02729,/abs/2203.12652,/abs/2301.09544,/abs/2212.03068,/abs/2301.05832,/abs/1702.04292,/abs/2212.01498
236,/abs/2012.00056,/abs/2212.01145,/abs/1905.07689,/abs/1910.11161,/abs/2209.09482,/abs/2211.10486,/abs/2309.14362,/abs/1912.00508,/abs/2108.06952,/abs/2306.10755,/abs/1904.00766
237,/abs/2012.00057,/abs/2306.10190,/abs/2311.13793,/abs/2303.10936,/abs/2311.10883,/abs/2301.09544,/abs/2311.17938,/abs/2302.10624,/abs/2112.01001,/abs/2309.07276,/abs/2310.12031
238,/abs/2012.00058,/abs/1703.00512,/abs/2302.10580,/abs/2311.10246,/abs/2003.08904,/abs/2306.03702,/abs/2107.06475,/abs/2303.08081,/abs/2210.09126,/abs/2311.09145,/abs/2110.12111
239,/abs/2012.00059,/abs/1810.10103,/abs/2310.06067,/abs/2301.07898,/abs/1912.11399,/abs/2304.13900,/abs/2103.10264,/abs/2012.00837,/abs/2107.05077,/abs/2311.17865,/abs/2204.14169
240,/abs/2001.00003,/abs/1909.07940,/abs/2203.05556,/abs/2109.03137,/abs/2109.07230,/abs/2205.03559,/abs/2109.03137,/abs/2303.07735,/abs/2212.02691,/abs/2208.11203,/abs/2112.06109
241,/abs/2001.00004,/abs/2106.04629,/abs/1807.06820,/abs/2006.00386,/abs/2304.14127,/abs/2306.06003,/abs/2001.04698,/abs/2001.07061,/abs/2012.10307,/abs/2104.08949,/abs/2105.02052
242,/abs/2001.00006,/abs/2106.09012,/abs/2308.07832,/abs/2305.17008,/abs/2305.12157,/abs/2205.01975,/abs/2305.16960,/abs/1510.02533,/abs/2207.00868,/abs/1806.10071,/abs/2006.05203
243,/abs/2001.00008,/abs/2209.11259,/abs/2105.06631,/abs/1906.04477,/abs/2211.16687,/abs/2201.08894,/abs/2009.10306,/abs/2207.08457,/abs/2207.12854,/abs/1909.07294,/abs/1907.00824
244,/abs/2001.00009,/abs/2303.07284,,,,,,,,,
245,/abs/2001.00012,/abs/2307.08970,/abs/2011.05578,/abs/2101.03655,/abs/1812.02282,/abs/2309.10280,/abs/2305.00359,/abs/2302.02173,,,
246,/abs/2001.00046,/abs/2308.01768,/abs/2301.02119,/abs/2305.06058,/abs/2311.03109,/abs/2101.11714,/abs/1910.00993,/abs/2302.09019,/abs/2209.14808,/abs/1609.04541,/abs/2109.15200
247,/abs/2001.00047,/abs/2112.09941,/abs/2307.12422,/abs/2211.01291,/abs/2201.00858,/abs/2306.03045,/abs/1902.10865,/abs/2309.14618,/abs/2309.02173,/abs/1906.10311,/abs/2107.13444
248,/abs/2001.00048,/abs/2201.09463,/abs/2311.04160,/abs/2110.00910,/abs/2208.10172,/abs/2301.02561,/abs/2105.12374,/abs/2307.12718,/abs/2303.03659,/abs/2106.08961,/abs/2105.12374v1)%3C%22
249,/abs/2001.00051,/abs/2310.03147,/abs/2303.02399,/abs/2111.06334,/abs/1304.6777,/abs/2207.00907,/abs/1907.12700,/abs/1705.03172,/abs/1807.06588,/abs/2311.07586,/abs/2105.11276
250,/abs/1905.00003,/abs/2111.00120,/abs/1401.2507,/abs/2002.08108,/abs/2004.01492,/abs/2103.02589,/abs/2101.00486,/abs/2309.13133,/abs/1501.01571,/abs/1104.4302,/abs/2307.10055
251,/abs/1905.00006,/abs/2306.14104,/abs/2211.09098,/abs/2203.01682,/abs/1911.11314,/abs/1903.07868,/abs/2303.07065,/abs/2106.05499,/abs/2302.05673,/abs/1912.04423,/abs/2211.02213
252,/abs/1905.00007,/abs/2212.08896,/abs/2304.08870,/abs/2112.00281,/abs/2112.06909,/abs/2105.14739,/abs/2204.06160,/abs/2107.10984,/abs/2208.12752,/abs/2206.02717,/abs/2112.01422
253,/abs/1905.00011,/abs/2209.12505,/abs/2103.14522,/abs/2306.13080,/abs/2311.09657,/abs/1910.11568,/abs/2002.12092,/abs/2105.12078,/abs/2208.08221,/abs/1808.03434,/abs/2210.15350
254,/abs/1905.00044,/abs/2111.07244,/abs/2111.07244,/abs/2010.05127,/abs/2210.13755,/abs/2011.00817,/abs/2211.10398,/abs/2311.03230,/abs/2301.07007,/abs/2310.04548,/abs/2007.07515
255,/abs/1905.00050,/abs/2104.09496,/abs/2102.07092,/abs/2007.11460,/abs/2009.05769,/abs/2107.11813,/abs/2303.13505,/abs/2107.10771v1)%3C%22,/abs/2107.10771,/abs/1912.00381,/abs/1906.03349
256,/abs/1905.00052,/abs/2103.12982,/abs/1904.06813,/abs/2306.04833,/abs/1708.04479,/abs/2012.04681,/abs/1712.10110,/abs/2211.11518,/abs/2203.12267,/abs/2203.13561,/abs/2302.01255
257,/abs/1905.00055,/abs/2204.01815,/abs/2204.01815,/abs/2010.08899,/abs/2303.02851,/abs/2307.08857,/abs/2305.07001,/abs/2109.12839,/abs/2305.05065,/abs/2307.02046,/abs/2302.02579
258,/abs/1905.00060,/abs/1808.04702,/abs/2211.00807,/abs/2210.04388,/abs/2307.05232,/abs/2112.12143,/abs/2101.01308,/abs/2203.14258,/abs/2203.15082,/abs/2102.06583,/abs/2205.14195
259,/abs/1905.00062,/abs/2305.01946,/abs/1104.2475,/abs/1512.00602,/abs/quant-ph/0307049,/abs/quant-ph/0307074,/abs/1903.09051,/abs/0904.4073,/abs/2305.01345,/abs/1911.02565,/abs/quant-ph/9905056
260,/abs/2203.00001,/abs/2311.11450,/abs/2205.11751,/abs/2010.06185,,,,,,,
261,/abs/2203.00002,,,,,,,,,,
262,/abs/2203.00003,/abs/2301.12095,/abs/2306.08218,/abs/2305.00478,/abs/2208.13273,/abs/2311.07849,/abs/2212.14365,/abs/2303.18055,/abs/2211.15664,/abs/2301.12782,/abs/2302.13368
263,/abs/2203.00004,/abs/2204.02951,/abs/2005.05052,/abs/1709.04153,/abs/1409.8359,/abs/1601.04364,/abs/1609.06100,/abs/2110.13363,/abs/1103.0733,/abs/2107.10927,/abs/1907.06846
264,/abs/2203.00006,/abs/2302.08917,/abs/2305.18096,/abs/2211.05869,/abs/2204.08920,/abs/2207.06670,/abs/2207.01893,/abs/2305.13512,/abs/2106.13045,/abs/2303.03329,/abs/2305.13516
265,/abs/2203.00007,/abs/2210.09043,/abs/2306.04144,/abs/1909.02902,/abs/2306.06194,/abs/2210.07098,/abs/2002.09693,/abs/2201.00008,/abs/1908.10218,/abs/2106.16046,/abs/2205.15218
266,/abs/2203.00035,/abs/2209.04808,/abs/2303.10665,/abs/2209.07437,/abs/2301.06889,/abs/2107.04050,/abs/2306.17052,/abs/2209.03491,/abs/2002.04131,/abs/2303.10257,/abs/2307.06175
267,/abs/2203.00041,/abs/2209.06261,/abs/2205.14764,,,,,,,,
268,/abs/2203.00043,/abs/2310.08418,/abs/2308.08164,/abs/2004.06348,/abs/2104.13050,/abs/2208.07898,/abs/2303.10500,/abs/1703.06939,/abs/1804.05141,/abs/1001.2270,/abs/1004.4477
269,/abs/2203.00045,/abs/2010.14995,/abs/1905.00329,/abs/2002.00097,/abs/2106.09624,/abs/1209.5779,/abs/1608.04467,/abs/1904.06755,/abs/1702.02967,/abs/1706.03241,/abs/2011.02453
270,/abs/2106.00001,/abs/2207.00160,/abs/2207.00160,/abs/2106.13756,/abs/2305.13865,/abs/2303.01256,/abs/2307.07604,/abs/2302.09483,/abs/2303.12241,/abs/2308.06239,/abs/2305.00316
271,/abs/2106.00002,/abs/2107.14060,,,,,,,,,
272,/abs/2106.00003,/abs/1905.10194,/abs/2310.14206,/abs/1612.04035,/abs/2203.05082,/abs/2103.13962,/abs/2205.09702,/abs/2106.06044,/abs/2111.03598,/abs/2307.00908,/abs/2112.12297
273,/abs/2106.00007,,,,,,,,,,
274,/abs/2106.00008,/abs/2311.05787,/abs/2208.03322,/abs/2102.06504,/abs/2309.04699,/abs/2212.04971,/abs/2304.05543,/abs/2309.07672,/abs/2303.17078,/abs/2311.03776,/abs/1908.04463
275,/abs/2106.00010,/abs/2310.04715,/abs/2208.11308,/abs/2302.10377,/abs/2306.03177,/abs/2205.10401,/abs/2303.06379,/abs/2307.13888,/abs/2302.13063,/abs/2109.09686,/abs/2111.04904
276,/abs/2106.00011,/abs/2105.14731,/abs/2208.05282,/abs/2310.05034,/abs/2305.17321,/abs/2205.07518,/abs/2012.04861,/abs/2110.00492,/abs/2202.01032,/abs/2111.06978,/abs/2201.05632
